,org_number,name,construction_year,housing_coop_id
15298,769615-0148,BRF Masten Norrköping,,268896
15299,769615-0163,BRF Solfångaren 5,2007.0,268838
15300,769615-0171,BRF Glasäpplet,2012.0,270911
15301,769615-0247,BRF Fides 13,1888.0,78550
15302,769615-0320,HSB BRF Vittergumman,2008.0,82379
15303,769615-0338,BRF Jagten 2,1935.0,81136
15304,769615-0361,BRF Sergeanten 2,2008.0,269921
15305,769615-0387,Riksbyggen BRF Rönnbäret i Falkenberg,2008.0,274827
15306,769615-0411,BRF Renen 17,2006.0,266556
15307,769615-0494,BRF Ejdern,,81917
15308,769615-0510,BRF Björcksgatan 46,1970.0,269833
15309,769615-0544,BRF BoKlok Vidarstigen,2007.0,267840
15310,769615-0551,BRF Norra Gubberogatan 5-7,1939.0,48653
15311,769615-0577,BRF Käranden 47-57,2007.0,82263
15312,769615-0585,BRF Paradiset 49,1860.0,267942
15313,769615-0593,BRF Hammarbybacken 43-45,1942.0,242570
15314,769615-0601,BRF Gunilla 19,1963.0,82644
15315,769615-0619,BRF Kronan 20,1988.0,282922
15316,769615-0668,BRF Brommaplatån,,80195
15317,769615-0676,BRF Bolltorpshöjd,1914.0,284705
15318,769615-0684,BRF Havsljuset 2,2012.0,76666
15319,769615-0692,BRF Moraset 23,,277014
15320,769615-0759,BRF Seaside Värmdö,2011.0,269943
15321,769615-0775,HSB BRF Brandtullen,1929.0,269666
15322,769615-0783,Vingabåkens BRF,1931.0,190185
15323,769615-0791,BRF Lyckostenen,1915.0,50927
15324,769615-0809,BRF Grand Residence Åre,1897.0,275267
15325,769615-0817,BRF Skolgatan 74,,56505
15326,769615-0833,BRF Spiggen 20,2007.0,274770
15327,769615-0890,BRF Havsbo,2008.0,269820
15328,769615-0908,BRF Valla Solglänta,1935.0,273251
15329,769615-0916,BRF Uven 9,1956.0,57200
15330,769615-0965,BRF Berzeliigatan 13,1955.0,86704
15331,769615-0973,BRF Hake,1930.0,275292
15332,769615-0999,BRF Saltsjögatan 7,1929.0,81415
15333,769615-1021,BRF Dockterrassen,2008.0,55295
15334,769615-1047,BRF Essingeberget,2008.0,270198
15335,769615-1062,BRF Hjärtstenen,2008.0,56292
15336,769615-1070,BRF Killingen 39,1937.0,83218
15337,769615-1088,BRF Väverskan 8,1942.0,54934
15338,769615-1104,BRF Lantmannen 11,1936.0,267170
15339,769615-1146,BRF Nasafjäll 3,,266286
15340,769615-1161,BRF Karlagatan 10-12,1972.0,58406
15341,769615-1229,BRF Boken 7,1981.0,267176
15342,769615-1237,BRF Malgomaj 2,1947.0,270044
15343,769615-1245,BRF Äppelgården i Bromma,2011.0,79861
15344,769615-1302,BRF Anchertshus,2009.0,274709
15345,769615-1310,BRF Hagaparken Vänersborg,1916.0,48809
15346,769615-1328,BRF Rektorsgatan 12-16,,278397
15347,769615-1336,BRF Södra Fageräng,2007.0,187729
15348,769615-1393,BRF Ekbacken i Högdalen,2008.0,270639
15349,769615-1401,BRF Alléträdet,2013.0,79393
15350,769615-1427,BRF Kottbacken,,46120
15351,769615-1435,BRF BoKlok Lundabacken,2007.0,50255
15352,769615-1468,BRF Sparven 12,1929.0,278627
15353,769615-1484,BRF Helsingborg Kullen Västra 58,1905.0,77437
15354,769615-1492,BRF Haren 24,1929.0,76766
15355,769615-1526,BRF Valborg på Limhamn,2008.0,267161
15356,769615-1534,BRF Duveds Semesterby i Åre,1971.0,47921
15357,769615-1542,BRF Viadukten 1 i Helsingborg,1938.0,272780
15358,769615-1575,BRF Ellenbogen 14,1929.0,58988
15359,769615-1583,HSB BRF Utsikten i Borås,2014.0,82259
15360,769615-1633,BRF Kallsjön i Årsta,1951.0,80060
15361,769615-1682,BRF Ekkistan 10,,284203
15362,769615-1708,BRF Tallgläntan,1991.0,280594
15363,769615-1724,BRF Kaptenen,2007.0,267227
15364,769615-1732,BRF Klostret 19,1946.0,81955
15365,769615-1799,BRF Cirkushästen,2008.0,58722
15366,769615-1815,BRF Lilla Torget,1895.0,266858
15367,769615-1849,BRF Lovisedal 4,2008.0,51341
15368,769615-1856,BRF Lilla Minneberg 1618,2010.0,47179
15369,769615-1872,BRF Banmästaren 16,1966.0,267550
15370,769615-1880,BRF Bögatan 43,1946.0,270160
15371,769615-1898,Riksbyggen BRF Fullriggaren,2013.0,270508
15372,769615-1906,"BRF Kryssaren, Nyköping",2008.0,277112
15373,769615-1948,BRF Bellmans 28,,272944
15374,769615-1971,BRF Snickaren 18 Stattena,1989.0,274294
15375,769615-1989,BRF Boken 7,1987.0,82442
15376,769615-2003,BRF Luntmakargatan 59,1943.0,266478
15377,769615-2045,BRF Torpaslottet,1929.0,76818
15378,769615-2060,BRF Tärningen,2008.0,47937
15379,769615-2078,BRF Älvsidan,1947.0,93825
15380,769615-2086,BRF Stadsparken i Silverdal,2007.0,48275
15381,769615-2094,BRF Mariehäll 2,2008.0,76415
15382,769615-2102,BRF Fortuna 6,1930.0,81304
15383,769615-2128,BRF Viktor Rydbergsgatan 46,1936.0,52737
15384,769615-2136,BRF Hippodromen,1886.0,266958
15385,769615-2219,BRF Hagåker Park,2007.0,268806
15386,769615-2243,BRF Mjölner på Norra Älvstranden,2009.0,49514
15387,769615-2276,BRF Safiren 1 i Solna,1950.0,46262
15388,769615-2342,BRF Övre Briljant,1967.0,57219
15389,769615-2383,BRF Sågen,1951.0,56237
15390,769615-2417,BRF Sötmandeln Nr 1,2006.0,80135
15391,769615-2425,BRF Lövhagen,2008.0,56616
15392,769615-2466,BRF Rödlöken,2008.0,277374
15393,769615-2474,BRF Snöflingan 2,2009.0,81370
15394,769615-2532,BRF Kastanjen Södertälje,,46882
15395,769615-2540,BRF Sankt Ilian 38:4,,43610
15396,769615-2557,BRF Nordöstan,,276853
15397,769615-2581,BRF Mjörnviken,,268895
15398,769615-2607,BRF Uven 1,1968.0,269011
15399,769615-2623,BRF Kappen 5,1944.0,51783
15400,769615-2631,BRF Clerk 24,1890.0,80043
15401,769615-2854,BRF Bullaren i Stockholm,1947.0,51545
15402,769615-2896,BRF Högvattnet 52,,274544
15403,769615-2904,BRF Vedgården 1,2008.0,47239
15404,769615-2912,BRF Almbacken 2,1938.0,48664
15405,769615-2995,BRF Boklok Kvartermästaren,2011.0,266313
15406,769615-3035,BRF Stämmarsund Nr 1,2015.0,44327
15407,769615-3043,BRF Lillåstrand,2009.0,81617
15408,769615-3068,BRF Höken 11,,269035
15409,769615-3134,BRF Katthuvudet 37,1968.0,57293
15410,769615-3159,BRF Kung Carl,1934.0,278938
15411,769615-3217,BRF Ingenjören 6,,44979
15412,769615-3225,BRF Bergkristallen i Tynnered,1967.0,50295
15413,769615-3241,BRF Värdsholmen,,268130
15414,769615-3258,HSB BRF Räppe Kanal i Växjö,2014.0,275931
15415,769615-3266,HSB BRF Garvaregården i Karlshamn,2009.0,83679
15416,769615-3290,BRF Geten 31,1962.0,275530
15417,769615-3308,BRF Ostindiefararen,2008.0,48679
15418,769615-3357,BRF Rålambsvägen 29,1943.0,57621
15419,769615-3365,BRF Kastanjen i Solna stad,1938.0,278244
15420,769615-3381,BRF Hornlyktan,1943.0,78671
15421,769615-3399,BRF Pyramiden 6,1904.0,44093
15422,769615-3407,BRF Kasernvinden,2007.0,270633
15423,769615-3415,BRF Lindhagensterrassen 3,2010.0,45681
15424,769615-3431,BRF Boklok Vackerby Hage,2008.0,278756
15425,769615-3464,BRF Strandpromenaden i Sundbyberg,2010.0,53249
15426,769615-3480,BRF Gjuteriet,1950.0,51918
15427,769615-3514,BRF Remonten 9 ,,83616
15428,769615-3522,Riksbyggen BRF Enkelbeckasinen 1,2016.0,45242
15429,769615-3605,BRF Regementsgatan 13,1929.0,272449
15430,769615-3613,BRF Askim 9,1944.0,276181
15431,769615-3621,BRF Virginsgatan 6,1934.0,82637
15432,769615-3647,BRF Falken 3,,270477
15433,769615-3704,BRF Landborgen Östra,1991.0,54245
15434,769615-3787,BRF Munken 15 i Växjö,1990.0,46733
15435,769615-3795,BRF Eternellen 21,1944.0,273262
15436,769615-3811,HSB BRF Pianofabriken i Stockholm,1917.0,51745
15437,769615-3845,BRF Stortallen,1930.0,47978
15438,769615-3894,BRF Kasernhöjden 11,2010.0,80483
15439,769615-3902,BRF Björken 4 i Luleå,,277475
15440,769615-3910,BRF Sirius,,55690
15441,769615-3944,BRF Henriksdalskajen,2009.0,52831
15442,769615-3969,BRF Mastkorgen 8,1956.0,272546
15443,769615-3993,BRF Upptäcktsresanden 12,1939.0,275371
15444,769615-4017,BRF Ralva,,78532
15445,769615-4033,BRF Ekensberg 2,1982.0,240354
15446,769615-4041,BRF Stockholms Ström 1,,77266
15447,769615-4058,BRF Norra Liden 4,,285187
15448,769615-4074,BRF Springpostgränd,2010.0,268929
15449,769615-4090,BRF Riddaren 24,2014.0,57350
15450,769615-4108,BRF Lilla Drottningen,1856.0,56108
15451,769615-4157,BRF Alviken 2,,267809
15452,769615-4181,BRF Mariahöjden,1930.0,50269
15453,769615-4199,BRF Sjöstadsudden,2000.0,45605
15454,769615-4207,BRF Björknäs,2007.0,277959
15455,769615-4231,BRF Sandbrogården,2008.0,129671
15456,769615-4264,BRF Mittåkläppen i Osthang,2011.0,283133
15457,769615-4280,BRF Luftfarten 1,2008.0,278366
15458,769615-4298,BRF Kungstibble,,46154
15459,769615-4314,BRF Ängby Backe,2009.0,46698
15460,769615-4322,BRF Vanadislunden,1973.0,283233
15461,769615-4348,BRF Trädgårdsgatan 5,1981.0,55809
15462,769615-4371,BRF Stockholmsblick,2008.0,58260
15463,769615-4405,BRF Biblioteksgatan,2012.0,271828
15464,769615-4454,BRF Koriandern,2012.0,51799
15465,769615-4488,BRF Laxen,,267581
15466,769615-4520,BRF Kristineslätt 2,2007.0,276211
15467,769615-4553,BRF Ingrid 15,1901.0,276203
15468,769615-4561,BRF Gräsklipparen 1,2009.0,53702
15469,769615-4579,BRF Örnen 30,2006.0,268336
15470,769615-4629,BRF Yxan 3,1948.0,48933
15471,769615-4637,BRF Killingen 38,1937.0,269908
15472,769615-4652,BRF Safiren i Helsingborg,1908.0,52709
15473,769615-4686,BRF Ålgrytebacken,1963.0,50054
15474,769615-4694,BRF Båvingen 4 Hammarbyhöjden,,267866
15475,769615-4702,BRF Lilla Skutviken,2009.0,213588
15476,769615-4736,BRF Ektorpsvägen,1971.0,61470
15477,769615-4793,BRF Gubbero 17,1940.0,276866
15478,769615-4801,BRF Lyckegården,1966.0,80315
15479,769615-4843,BRF Myntet i Höllviken,2010.0,44834
15480,769615-4892,BRF Idet 11,1907.0,50127
15481,769615-4918,BRF Hagelbössan 1 i Hjorthagen,1965.0,268882
15482,769615-4942,BRF Rättvisan,1986.0,271379
15483,769615-4983,BRF Jultomten 4,1929.0,43454
15484,769615-4991,BRF Nabbepiren,1909.0,79300
15485,769615-5014,BRF Björnskölden,,54066
15486,769615-5022,BRF Käranden 31-41,,83820
15487,769615-5030,BRF Diligensen i Skärfva By,,275540
15488,769615-5089,BRF Lönnen i Växjö,2007.0,269177
15489,769615-5113,BRF Erik Dahlbergsgatan 36,1935.0,76650
15490,769615-5121,BRF Lampetten,1963.0,50898
15491,769615-5154,BRF Guldet I Tranås,2008.0,55964
15492,769615-5188,BRF Klöverängen 2 i Mölndal,1968.0,48380
15493,769615-5196,BRF Täckdiket 3 i Mölndal,1967.0,80576
15494,769615-5279,BRF Stallmästaren i Slottstaden,1936.0,46499
15495,769615-5428,BRF Slalombacken,2006.0,55669
15496,769615-5477,BRF Kronan i Skogås,1969.0,56308
15497,769615-5485,BRF Bällstabacken 4,2007.0,48592
15498,769615-5568,"BRF Gula Huset, MBF",,269360
15499,769615-5642,HSB BRF fyrspännaren i Haninge,2009.0,82234
15500,769615-5683,BRF Fyrisäng,2009.0,45443
15501,769615-5691,BRF Snickaren 15,1929.0,79500
15502,769615-5717,BRF Utposten,,82151
15503,769615-5725,BRF batteriet 18,1991.0,68759
15504,769615-5782,BRF Johanneshöjden,2004.0,50762
15505,769615-5790,BRF Delfinen,1890.0,44916
15506,769615-5816,BRF Stapelbädden 5,,76819
15507,769615-5857,BRF Grannporten,1966.0,47734
15508,769615-5873,BRF Väderkvarnen 1,2008.0,278022
15509,769615-5899,BRF Vasastaden 27:11,1898.0,146101
15510,769615-5907,BRF Kärntallen 1,2008.0,272352
15511,769615-5964,BRF Fajansen,2012.0,81547
15512,769615-5998,BRF Dublin,2007.0,44691
15513,769615-6004,BRF Kräftan 8,1961.0,80183
15514,769615-6079,BRF Liden Östra,2007.0,266541
15515,769615-6129,BRF Prästgården 1,2012.0,53345
15516,769615-6145,BRF Bromsen 1,1937.0,81275
15517,769615-6152,BRF Flickskolan,2008.0,266961
15518,769615-6178,BRF Stengodset,,48883
15519,769615-6228,BRF Tjäderhönan 2,1929.0,47084
15520,769615-6244,BRF Hasselbacken,,55383
15521,769615-6277,BRF Ekersplan,2008.0,82559
15522,769615-6285,BRF Valhalla i Borås,,271820
15523,769615-6392,BRF Rekryten 4,1953.0,78221
15524,769615-6400,BRF Täckdiket 4,1968.0,55699
15525,769615-6418,BRF Ringen i Västerhaninge,1962.0,46162
15526,769615-6442,BRF Fjällstugan 1,2007.0,284143
15527,769615-6459,BRF Hallen 2,1967.0,76698
15528,769615-6475,BRF Bacchus 3,,77552
15529,769615-6582,HSB BRF Malmtorget I Karlstad,1957.0,79909
15530,769615-6665,BRF Kycklingen 1 i Duvbo,,278056
15531,769615-6681,"BRF Totten 2:68, Tott Suites",1979.0,275196
15532,769615-6707,BRF Lugna Gården,1966.0,78875
15533,769615-6731,BRF Kalla 3,,266384
15534,769615-6749,BRF Pastorn 7,1954.0,77653
15535,769615-6830,Riksbyggen BRF Sångfågeln 2,2008.0,82944
15536,769615-6889,BRF Drevan,1958.0,56768
15537,769615-6905,BRF Kastanjen SoHo,1893.0,81833
15538,769615-6921,BRF Mariatorget,1870.0,121276
15539,769615-6970,BRF Örnnästet,1946.0,55601
15540,769615-7002,BRF Sommarlusten,1993.0,275704
15541,769615-7119,BRF Charken,1910.0,80191
15542,769615-7184,BRF Viggbyholm Kotten,1949.0,56019
15543,769615-7192,HSB BRF Colosseum,2009.0,80674
15544,769615-7200,BRF Stapelbädden 7,1982.0,51700
15545,769615-7226,BRF New York 5,1943.0,78164
15546,769615-7242,BRF Fredriksdalsgatan 5,1949.0,266569
15547,769615-7267,BRF Sjöstadsallén,2008.0,77484
15548,769615-7275,BRF Disponentparken,2008.0,277958
15549,769615-7291,BRF Glassbåten,2008.0,83856
15550,769615-7309,BRF Drottninggatan 18,,78860
15551,769615-7333,BRF Stören 9,1932.0,56805
15552,769615-7341,BRF Jordgubben 19,,51346
15553,769615-7366,"BRF Agnet, Jönköping",2011.0,267271
15554,769615-7382,BRF Norrskenet,,46118
15555,769615-7416,BRF Dalgången,2006.0,81300
15556,769615-7424,BRF Byabacken,2013.0,53268
15557,769615-7432,BRF Mons Backe,,79350
15558,769615-7473,BRF Stopvägen 94-98,1943.0,269719
15559,769615-7481,BRF Salviadalen,2007.0,81709
15560,769615-7523,BRF Kyrksjön,2001.0,81932
15561,769615-7564,BRF Tantotorget,,47709
15562,769615-7655,BRF Tallhöjden,,44179
15563,769615-7671,BRF Ängabäcksvägen,2008.0,285213
15564,769615-7689,BRF S:t Jörgen Port,2008.0,81434
15565,769615-7705,Riksbyggen BRF Tre Björnar,1991.0,83460
15566,769615-7739,HSB BRF Grimstofta i Sjöbo,2007.0,57144
15567,769615-7747,BRF Rektangeln 22,1983.0,46040
15568,769615-7762,BRF Ljungkullen 8,,271249
15569,769615-7770,BRF Gula Huset,1909.0,268047
15570,769615-7838,BRF Borgmästaren 4,1857.0,279548
15571,769615-7853,BRF Stigarna,1954.0,270789
15572,769615-7861,BRF Svanen i Ljunghusen,2008.0,77404
15573,769615-7887,BRF Björnringen,1953.0,50780
15574,769615-7895,BRF Unika Bo,2007.0,283848
15575,769615-7960,BRF Brage 5,1936.0,93492
15576,769615-8000,BRF Lodjuret i Krokslätt,1939.0,49181
15577,769615-8034,BRF Axet,1971.0,48014
15578,769615-8042,BRF Bagarberget,1954.0,279408
15579,769615-8083,BRF Blåvingen 3,1938.0,82313
15580,769615-8133,BRF Minerva 16 i Helsingborg,1993.0,271112
15581,769615-8166,BRF Göteborg Kungsladugård 47:3,1937.0,79173
15582,769615-8208,BRF Skansen 3,2007.0,82510
15583,769615-8224,BRF Parkhusen,,47464
15584,769615-8257,BRF Bersån i Gubbängen,,268074
15585,769615-8273,BRF Hängpilarna,2008.0,47834
15586,769615-8299,BRF Nordenskiöldsgatan 26,1908.0,273898
15587,769615-8307,BRF Gropen 28,,56054
15588,769615-8364,BRF Lillsjönäs 2228,1957.0,83445
15589,769615-8372,BRF Storken I Alingsås,2008.0,276069
15590,769615-8406,BRF Renstiernas Gata 27,,78645
15591,769615-8414,BRF Backagårdarna,,51334
15592,769615-8448,BRF Agnes,1995.0,79914
15593,769615-8497,BRF Söndrums kyrkby,2007.0,268062
15594,769615-8513,BRF Blåelden 2,1965.0,57751
15595,769615-8521,BRF Kopparhöjden i Åre,,281273
15596,769615-8539,BRF Björkdalen,2009.0,52685
15597,769615-8570,BRF Silverdals Torg,2009.0,51643
15598,769615-8638,BRF Kransbindaren,,277086
15599,769615-8687,BRF Bondetorpet 80,1930.0,83647
15600,769615-8729,BRF Dammgården i Lund,1946.0,52675
15601,769615-8752,BRF Gröna Oasen,2009.0,268908
15602,769615-8794,BRF Björken,2011.0,58102
15603,769615-8828,BRF Örtagården,2009.0,47829
15604,769615-8844,BRF Botanikern 1,1939.0,271029
15605,769615-8885,BRF Kastanjen Karlberg,1982.0,82229
15606,769615-8893,BRF Lusthuset i Gubbängen,2009.0,79472
15607,769615-8901,BRF Naturporten,2008.0,78667
15608,769615-8927,BRF Minnesgården,1983.0,80927
15609,769615-8943,BRF Cykeln 10,2008.0,267913
15610,769615-8950,BRF Bukten 1,2002.0,50566
15611,769615-9016,BRF Anders Zornsgatan 21,,47440
15612,769615-9032,BRF Mosshagestigen,,47201
15613,769615-9081,BRF Ånäsvägen 20-22,1948.0,81020
15614,769615-9164,BRF Biskopen 5,1989.0,271285
15615,769615-9180,BRF Älghuvudet 1,,55121
15616,769615-9214,BRF Hotellet i Nyköping,1929.0,78210
15617,769615-9230,BRF Oliven Vega,1929.0,266517
15618,769615-9255,BRF Porlabacken 1,1958.0,57885
15619,769615-9339,BRF Benkroken,,275876
15620,769615-9347,BRF  Sanatoriegatan 16,1933.0,274966
15621,769615-9362,BRF Fjällrutan,1992.0,83661
15622,769615-9370,BRF Läkaren 9,2007.0,239004
15623,769615-9446,BRF Staren 1,1960.0,79578
15624,769615-9461,BRF Södra Kullen,1889.0,81373
15625,769615-9503,BRF Solterrassen,,280891
15626,769615-9511,BRF Kungsängen 7,,47852
15627,769615-9552,BRF Hillarp 4:25,1993.0,278720
15628,769615-9644,BRF Tegelparken,2008.0,49705
15629,769615-9669,BRF Västerfallet 12,1991.0,268677
15630,769615-9685,BRF Enen 13,2010.0,79953
15631,769615-9719,BRF Havrekornet 1,1970.0,43934
15632,769615-9727,BRF Populus,1947.0,76297
15633,769615-9776,BRF Nybohovet 100,,55784
15634,769615-9784,BRF Sparboken 4,,46225
15635,769615-9842,BRF Ordensgraden 1,1951.0,266842
15636,769615-9867,BRF Skulpturen,1944.0,82244
15637,769615-9875,BRF Baggen i Linköping,1995.0,267681
15638,769615-9966,BRF Hallebergsvägen 34-36,1937.0,268888
15639,769615-9990,BRF Prästkragen,2007.0,79503
15640,769616-0006,BRF Skomakargården,1966.0,149969
15641,769616-0022,BRF Stadsparken i Eskilstuna,2009.0,53089
15642,769616-0030,BRF Dalafjället,1984.0,50902
15643,769616-0048,BRF Ullvide,1986.0,46905
15644,769616-0063,BRF Björkbacken,2012.0,59484
15645,769616-0105,BRF Silvergranen 12,1993.0,49584
15646,769616-0121,BRF Åparken 1,2010.0,267141
15647,769616-0139,BRF Ångtvätten,1934.0,268648
15648,769616-0147,BRF Strandängen i Nyköping,2009.0,276373
15649,769616-0188,BRF Elektra 9 i Borås,,285391
15650,769616-0196,BRF Hövdingen 29-31,,56596
15651,769616-0204,BRF Limhamnspelaren,1954.0,96427
15652,769616-0246,BRF Konstgjutaren 2022,1944.0,269499
15653,769616-0253,BRF Granen 10-11,1935.0,53264
15654,769616-0295,BRF Stationsparken,2008.0,46215
15655,769616-0360,BRF Kartritaren,2008.0,79387
15656,769616-0402,BRF Silvereken,2002.0,270056
15657,769616-0451,"BRF Årebjörnen ski-in, ski-out",,281858
15658,769616-0477,BRF Kanalen i Töcksfors,,277880
15659,769616-0485,BRF Lustigkullan,1913.0,275444
15660,769616-0493,BRF Getingen 6,1939.0,47064
15661,769616-0519,BRF Lärkträdet,,83401
15662,769616-0527,BRF Södercentrum 5 i Kungsbacka,2009.0,79074
15663,769616-0543,BRF Södercentrum 6 i Kungsbacka,,53630
15664,769616-0550,BRF Södercentrum 4 i Kungsbacka,2011.0,77235
15665,769616-0568,BRF Rickomberga Kulle,1991.0,267215
15666,769616-0626,BRF Alen 9,1929.0,53744
15667,769616-0642,BRF Kungssätra,1965.0,82707
15668,769616-0667,BRF Sporren 4,1959.0,76388
15669,769616-0683,BRF Wasa Brunn,2009.0,80207
15670,769616-0709,BRF Snöflingan 3,2009.0,79422
15671,769616-0717,HSB Brf Ljungbäcken i Göteborg-Utby,1950.0,50892
15672,769616-0733,BRF Tullingeskog,1951.0,278226
15673,769616-0832,BRF Plogen 7,,46213
15674,769616-0857,BRF Spolen i Hägersten,,271716
15675,769616-0915,BRF Falken 1,,78636
15676,769616-0972,BRF Designationen,1988.0,53091
15677,769616-1012,BRF Sågaren 16,1930.0,80175
15678,769616-1020,BRF Östermalm Greven 13,1882.0,270779
15679,769616-1038,BRF Vindruvan 15,,83648
15680,769616-1053,BRF Stiglädret,1993.0,53924
15681,769616-1103,BRF Bokbindaren i Linköping,1900.0,252928
15682,769616-1111,BRF Gropen 29,1985.0,79225
15683,769616-1152,BRF Snöslungan,2010.0,57252
15684,769616-1186,BRF BoKlok Wämöstrand,2008.0,277604
15685,769616-1202,BRF Gullblomstret,1931.0,266959
15686,769616-1210,BRF Krassen 5,1940.0,80171
15687,769616-1236,BRF Blosset 1,1980.0,79282
15688,769616-1384,BRF Landsort 2 Kärrtorp,,52740
15689,769616-1392,BRF Vallen,1958.0,50186
15690,769616-1426,BRF Krattan,1993.0,276599
15691,769616-1442,BRF Fyrskeppet,1950.0,48212
15692,769616-1467,BRF Laxen i Umeå,2009.0,266190
15693,769616-1525,BRF Änghagen,2003.0,135913
15694,769616-1558,BRF Rovan 3,1929.0,77793
15695,769616-1640,BRF Snöplogen,2009.0,51229
15696,769616-1665,BRF Glasbruksgatan i Limhamn,1950.0,50712
15697,769616-1749,Riksbyggen BRF Stenunge strand,2011.0,272849
15698,769616-1756,BRF Flyghöjden,2008.0,56075
15699,769616-1772,BRF Sirenen 6,,49112
15700,769616-1814,BRF Sandfickan,2011.0,80956
15701,769616-1863,BRF Friskytten,,46160
15702,769616-1889,BRF Vinkelspegeln,,56216
15703,769616-1921,BRF Älvsjö Centrum 1,2008.0,80878
15704,769616-1947,BRF Rattmuffen,1913.0,51355
15705,769616-1954,BRF Topasgården,1967.0,44184
15706,769616-2044,BRF Söderkåken,,78143
15707,769616-2077,BRF Kvarnberget i Borås,1931.0,270617
15708,769616-2101,BRF Basunen,1989.0,81651
15709,769616-2119,BRF Fingersvampen,,47243
15710,769616-2135,BRF Harven 37,,269138
15711,769616-2143,Riksbyggen BRF Cortado,2019.0,277129
15712,769616-2150,BRF Trådbussen,2009.0,79847
15713,769616-2168,BRF Häradskär,,44057
15714,769616-2176,BRF Mariehällsminnet,1949.0,80509
15715,769616-2184,BRF Vinlunden,2009.0,55670
15716,769616-2234,BRF Sjöstadsesplanaden 1,,46264
15717,769616-2242,BRF Åttakanten,2009.0,81099
15718,769616-2259,BRF Livsnjutaren,1971.0,48720
15719,769616-2325,HSB BRF Havsutsikten i Ystad,2009.0,270153
15720,769616-2333,BRF Smedjegatan 4,,269122
15721,769616-2358,BRF Terrassen 2,,272100
15722,769616-2366,BRF Strandtorget,2008.0,76274
15723,769616-2408,BRF Ängen i Örby,1945.0,47642
15724,769616-2465,BRF Tingvallahöjden 1,,81367
15725,769616-2531,HSB BRF Pokalen I Lund,2017.0,271990
15726,769616-2549,BRF Lingonrisgränd,2008.0,268053
15727,769616-2572,BRF Heimdalen,,77617
15728,769616-2580,BRF Grycken 1,1946.0,272636
15729,769616-2630,BRF Propellern 9,1934.0,80475
15730,769616-2648,BRF Humlegården JS,1890.0,77741
15731,769616-2689,BRF Ormsta Ängar,2008.0,78031
15732,769616-2705,BRF Kung Agne,2009.0,45493
15733,769616-2713,HSB BRF 85 Bröndbo,2016.0,48429
15734,769616-2721,BRF Nevishög 13.36,1992.0,81954
15735,769616-2747,BRF Träsnittet 1,1946.0,51553
15736,769616-2762,BRF Topaslängan,1967.0,45302
15737,769616-2812,BRF Väderkvarnen,1886.0,44211
15738,769616-2838,BRF Safirhemmet,2007.0,82820
15739,769616-2853,BRF Strandgården Tylösand,,47723
15740,769616-2861,BRF Eklanda Rosen,1999.0,57947
15741,769616-2879,BRF Smedsbacksgatan 20,1939.0,53900
15742,769616-2895,BRF Rorsmannen 1,,45733
15743,769616-2911,BRF Klaraparken,,56915
15744,769616-2937,BRF Skepparen,2008.0,77721
15745,769616-2986,BRF Tavastgatan 31 Stockholm,,277418
15746,769616-3000,BRF Slöjdläraren 6,1945.0,78908
15747,769616-3018,BRF Engelbrekt Varberg,,277380
15748,769616-3083,BRF Plommongården Dalen,1982.0,50959
15749,769616-3117,BRF Solsidan,2010.0,268383
15750,769616-3125,BRF Fruängsvägen,1970.0,78924
15751,769616-3133,HSB BRF Annedal i Kristianstad,2008.0,276122
15752,769616-3141,BRF Kvickensängen,2007.0,272153
15753,769616-3208,BRF Salem Årstiden,1900.0,47962
15754,769616-3257,BRF Älgen i Varberg,,135062
15755,769616-3265,BRF Ersmarksbo,1967.0,276597
15756,769616-3273,BRF Hökensgata 1,1984.0,57019
15757,769616-3307,BRF Draken,1991.0,82394
15758,769616-3331,BRF Väpnaren 17,1902.0,268331
15759,769616-3356,BRF Vita Sand i Åsa,,275973
15760,769616-3372,BRF Palett,1986.0,50194
15761,769616-3455,BRF Jordgubben i Helsingborg,,272563
15762,769616-3463,HSB BRF Rödingen i Tyresö,2013.0,51225
15763,769616-3471,BRF Tranebergsvägen 10,1938.0,273018
15764,769616-3505,BRF Stenhuggaren,2016.0,272995
15765,769616-3513,BRF Gulsparven,1939.0,43202
15766,769616-3521,BRF Korpen 6,1913.0,269728
15767,769616-3547,BRF Kikaren 12,,275813
15768,769616-3570,BRF Tre Lejon på Norra Älvstranden,2008.0,271338
15769,769616-3638,BRF Säcken 2,1942.0,275544
15770,769616-3679,BRF Havrebollen,,271504
15771,769616-3687,BRF Kallfors Golfaren 1,2008.0,79967
15772,769616-3703,BRF Revskär 4,1959.0,83148
15773,769616-3711,BRF Residens Lyktan,1929.0,242625
15774,769616-3786,BRF Kopparen,1962.0,274298
15775,769616-3794,BRF Majbaggen 1 I Borås,2008.0,54332
15776,769616-3828,BRF Näktergalen 1 i Kinna,2009.0,279907
15777,769616-3869,BRF Hagenlunden,1911.0,267355
15778,769616-3901,BRF Kamelian 1 i Borås,2008.0,266798
15779,769616-3927,BRF Vilan 1820,1940.0,81248
15780,769616-3935,BRF Bryggeriholmen 1,2008.0,56461
15781,769616-3976,BRF Sanatoriet,,279909
15782,769616-3984,BRF Loggia,2016.0,80653
15783,769616-4016,BRF Viggen 8,1936.0,270520
15784,769616-4040,BRF Måseskär 3,1952.0,79198
15785,769616-4107,BRF A3,1906.0,267805
